incident_id,method,budget,seed,n_events_total,n_events_kept,achieved_retention,k_recommended,prereq_count,prereq_ratio,oracle_full_pivot,oracle_compressed_pivot,predicted_full_pivot,predicted_pivot,full_correct,pivot_correct,pivot_preserved,oracle_degraded,flagged_degraded,false_alarm,true_mirage,rescue,instability,info_shift,model_error,silent_mirage,raw_response,raw_response_full,backend,model
NTSB_SWA1380,naive,0.7,11,13,9,0.6923076923076923,4,5,0.4,e08,e08,e08,e08,True,True,True,True,True,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: not found in context
- e04: confirmed in context
- e05: confirmed in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.7,22,13,9,0.6923076923076923,4,5,0.6,e08,e08,e08,e08,True,True,True,True,True,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: not found in context
- e06: confirmed in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.7,33,13,9,0.6923076923076923,4,5,1.0,e08,e08,e08,e08,True,True,True,False,False,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.7,44,13,9,0.6923076923076923,4,5,0.4,e08,e10,e08,e10,True,True,False,True,True,False,False,False,True,True,False,False,"PIVOT_ID=e10
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: not found in context
- e05: not found in context
- e06: not found in context
- e07: confirmed in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.7,55,13,9,0.6923076923076923,4,5,0.8,e08,e08,e08,e08,True,True,True,True,True,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: not found in context
- e07: confirmed in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.5,11,13,6,0.46153846153846156,4,5,0.2,e08,e08,e08,e08,True,True,True,True,True,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: not found in context
- e04: confirmed in context
- e05: not found in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.5,22,13,6,0.46153846153846156,4,5,0.4,e08,e08,e08,e08,True,True,True,True,True,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: not found in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.5,33,13,6,0.46153846153846156,4,5,0.6,e08,e08,e08,e08,True,True,True,True,True,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.5,44,13,6,0.46153846153846156,4,5,0.4,e08,e09,e08,e09,True,True,False,True,True,False,False,False,True,True,False,False,"PIVOT_ID=e09
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: not found in context
- e05: not found in context
- e06: not found in context
- e07: confirmed in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.5,55,13,6,0.46153846153846156,4,5,0.6,e08,e11,e08,e11,True,True,False,True,True,False,False,False,True,True,False,False,"PIVOT_ID=e11
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.3,11,13,4,0.3076923076923077,4,5,0.0,e08,e08,e08,e08,True,True,True,True,True,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: not found in context
- e04: not found in context
- e05: not found in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.3,22,13,4,0.3076923076923077,4,5,0.4,e08,e10,e08,e10,True,True,False,True,True,False,False,False,True,True,False,False,"PIVOT_ID=e10
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: not found in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.3,33,13,4,0.3076923076923077,4,5,0.4,e08,e10,e08,e10,True,True,False,True,True,False,False,False,True,True,False,False,"PIVOT_ID=e10
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: not found in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.3,44,13,4,0.3076923076923077,4,5,0.2,e08,e09,e08,e09,True,True,False,True,True,False,False,False,True,True,False,False,"PIVOT_ID=e09
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: not found in context
- e04: not found in context
- e05: not found in context
- e06: not found in context
- e07: confirmed in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,naive,0.3,55,13,4,0.3076923076923077,4,5,0.6,e08,e04,e08,e04,True,True,False,True,True,False,False,False,True,True,False,False,"PIVOT_ID=e04
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: not found in context
- e07: not found in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,contract,0.7,11,13,9,0.6923076923076923,4,5,1.0,e08,e08,e08,e08,True,True,True,False,False,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,contract,0.7,22,13,9,0.6923076923076923,4,5,1.0,e08,e08,e08,e08,True,True,True,False,False,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
NTSB_SWA1380,contract,0.7,33,13,9,0.6923076923076923,4,5,0.8,e08,e08,e08,e08,True,True,True,True,True,False,False,False,False,False,False,False,"PIVOT_ID=e08
Evidence assessment: DEGRADED
Confidence: LOW

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: not found in context
- e07: confirmed in context","PIVOT_ID=e08
Evidence assessment: STRONG
Confidence: HIGH

Prerequisite events:
- e03: confirmed in context
- e04: confirmed in context
- e05: confirmed in context
- e06: confirmed in context
- e07: confirmed in context",rule,gpt-4o-mini
